address,address2,almond,beverageonly,city,co_brander_cd,combostore,country,county,dma_cd,drivein,dunkincardenabled,faxnumber,fri_hours,k_cup,lat,lng,loyalty,mobile,mon_hours,phonenumber,postal,recordid,sat_hours,sitetype,statename,sun_hours,thu_hours,tue_hours,turbooven,wed_hours,wireless
278 South Main St,,,N,Doylestown,,N,US,Bucks,504,N,Y,215-722-2131,05:00-21:00,Y,40.304134,-75.128977,Y,Y,05:00-21:00,215-230-7230,18901,346344,05:00-21:00,IN,PA,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
1866 Brownsville Rd,,,N,Trevose,,N,US,Bucks,504,Y,Y,215-396-8492,04:00-23:00,Y,40.154006,-74.973308,Y,Y,04:00-23:00,215-396-8492,19053,345825,04:00-23:00,EC,PA,05:00-23:00,04:00-23:00,04:00-23:00,Y,04:00-23:00,Y
308 Bristol Pike,,,N,Croydon,,N,US,BUCKS,504,N,Y,215-244-9242,04:00-20:30,Y,40.093706,-74.911555,Y,Y,04:00-20:30,215-785-4922,19021,300878,04:00-20:30,IN,PA,04:00-17:00,04:00-20:30,04:00-20:30,Y,04:00-20:30,Y
2267 MacArthur Road,,,N,Whitehall,,N,US,Lehigh,504,Y,Y,610-776-2300,06:00-21:00,Y,40.639631,-75.48896,Y,Y,06:00-21:00,610-776-2300,18052,345514,06:00-21:00,GC,PA,06:00-21:00,06:00-21:00,06:00-21:00,Y,06:00-21:00,Y
2364 Macarthur Rd,,,N,Whitehall,,N,US,LEHIGH,504,N,Y,609-620-0062,05:00-22:00,Y,40.64144,-75.490747,Y,Y,05:00-22:00,610-433-4800,18052,330080,05:00-22:00,FS,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
427 E Wisconsin Ave,,,N,Oconomowoc,,N,US,Waukesha,617,Y,Y,--,05:00-21:00,Y,43.109328,-88.494081,Y,Y,05:00-21:00,262-567-7273,53066,352642,05:00-21:00,FS,WI,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
3670 MacArthur Rd,,,N,Whitehall,,N,US,Lehigh,504,Y,Y,610-440-0317,04:00-23:00,Y,40.66475,-75.512228,Y,Y,04:00-23:00,610-440-0317,18052,349173,04:00-23:00,FS,PA,04:00-23:00,04:00-23:00,04:00-23:00,Y,04:00-23:00,Y
3610 Bristol Rd,,,N,Bensalem,,N,US,BUCKS,504,Y,Y,215-741-1628,05:00-22:30,Y,40.138409,-74.947711,Y,Y,05:00-22:30,215-741-1628,19020,340478,05:00-23:00,FS,PA,05:00-23:00,05:00-22:30,05:00-22:30,Y,05:00-22:30,E
92 Bridge St,,Y,N,Lehighton,SHL,N,US,Carbon,577,N,Y,570-752-6810,24HOURS,Y,40.82817,-75.70557,Y,Y,24HOURS,610-377-4500,18235,342175,24HOURS,FS,PA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1442 S Main St,,Y,N,Mansfield,,N,US,Tioga,565,Y,Y,--,24HOURS,Y,41.779859,-77.070091,Y,Y,24HOURS,570-513-0777,16933,350838,24HOURS,FS,PA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
800 Bustleton Pke,,,N,Richboro,,Y,US,Bucks,504,N,Y,215-322-5459,05:00-22:00,Y,40.208737,-75.013795,Y,Y,05:00-22:00,215-357-1114,18954,338973,05:00-22:00,EC,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1621 W Rt 38,,,N,Lumberton,BRD,N,US,BURLINGTON,504,Y,Y,609-267-3966,04:00-00:00,Y,39.982594,-74.789595,Y,Y,04:00-00:00,609-261-8486,8048,337514,04:00-00:00,FS,NJ,04:00-00:00,04:00-00:00,04:00-00:00,Y,04:00-00:00,Y
317 Rancocas Rd,Mount Holly Marketplace,,N,Mount Holly,,N,US,Burlington,504,Y,Y,609-784-0911,04:00-23:00,Y,39.997836,-74.80248,Y,Y,04:00-23:00,609-265-2221,8060,343975,04:00-23:00,EC,NJ,04:00-23:00,04:00-23:00,04:00-23:00,Y,04:00-23:00,Y
733-51 Hanover Ave,Hess,,N,Allentown,HES,N,US,Lehigh,504,N,N,--,24HOURS,,40.61627,-75.443854,,N,24HOURS,610-776-2971,18109,347310,24HOURS,HE,PA,24HOURS,24HOURS,24HOURS,N,24HOURS,E
3611 North Easton Rd,,,N,Doylestown,MOB,N,US,BUCKS,504,N,Y,215-489-0177,24HOURS,Y,40.328577,-75.129176,Y,Y,24HOURS,215-489-2017,18901,342342,24HOURS,GC,PA,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
1008 2nd Street Pike,Hess,,N,Richboro,HES,N,US,Bucks,504,N,N,215-322-5283,05:00-00:00,Y,40.21625,-75.01133,,N,05:00-00:00,215-322-7752,18954,351264,05:00-00:00,HE,PA,05:00-00:00,05:00-00:00,05:00-00:00,N,05:00-00:00,
709 Union Blvd,,,N,Allentown,,N,US,LEHIGH,504,Y,Y,--,04:00-00:00,Y,40.624162,-75.447827,Y,Y,04:00-00:00,610-432-2222,18109,310367,04:00-00:00,FS,PA,04:00-00:00,04:00-00:00,04:00-00:00,Y,04:00-00:00,Y
5716 Hulmeville Rd,,,N,Bensalem,EXX,N,US,Bucks,504,N,Y,215-741-1960,05:00-22:00,Y,40.130685,-74.922606,Y,Y,05:00-22:00,215-741-1960,19020,344863,05:00-22:00,GC,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,E
824 Union Blvd,Hess,,N,Allentown,HES,N,US,Lehigh,504,N,N,--,24HOURS,,40.623972,-75.443535,,N,24HOURS,610-435-8835,18109,347308,24HOURS,HE,PA,24HOURS,24HOURS,24HOURS,N,24HOURS,E
1 Elbow Ln,Silo Mall,,N,Burlington,,N,US,Burlington,504,N,Y,609-784-0911,04:00-21:00,Y,40.037842,-74.828594,Y,Y,04:00-21:00,609-387-4700,8016,344281,04:00-21:00,EC,NJ,05:00-20:00,04:00-21:00,04:00-21:00,Y,04:00-21:00,Y
325 S Best Ave,,,N,Walnutport,,N,US,Northampton,504,Y,Y,610-317-0602,04:30-23:00,Y,40.753489,-75.591808,Y,Y,04:30-23:00,610-767-4986,18088,302398,04:30-23:00,GC,PA,04:30-23:00,04:30-23:00,04:30-23:00,Y,04:30-23:00,E
802 B Woodlane Rd,,,N,Mount Holly,,N,US,Burlington,504,Y,Y,609-267-3966,04:00-00:00,Y,40.011374,-74.801718,Y,Y,04:00-00:00,609-261-1104,8060,308103,04:00-00:00,EC,NJ,04:00-00:00,04:00-00:00,04:00-00:00,Y,04:00-00:00,Y
34a Rte 130 South,,,N,Burlington,,N,US,BURLINGTON,504,N,Y,609-387-5516,05:00-22:00,Y,40.071118,-74.856509,Y,Y,05:00-22:00,609-387-5510,8016,339745,05:00-22:00,EC,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
330 W Route 130,,,N,Burlington,,N,US,Burlington,504,Y,Y,609-387-8599,24HOURS,Y,40.071169,-74.856511,Y,Y,24HOURS,609-387-9870,8016,301556,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
3655 Route 378,,,N,Bethlehem,,N,US,Northampton,504,N,Y,610-253-9291,05:00-21:00,Y,40.583754,-75.387049,Y,Y,05:00-21:00,610-694-8858,18015,345222,05:30-21:00,GC,PA,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,E
261 Lloyd St,,,N,Allentown,,N,US,Lehigh,504,Y,Y,--,05:00-22:00,Y,40.633289,-75.439706,Y,Y,05:00-22:00,610-443-3300,18109,350139,05:00-22:00,FS,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
18315 W Lake Houston Pkwy,,Y,N,Humble,,N,US,Harris,618,Y,Y,--,24HOURS,Y,29.981395,-95.16368,Y,Y,24HOURS,281-318-7099,77346,351822,24HOURS,EC,TX,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1870 Catasauqua Rd,,,N,Allentown,,Y,US,LEHIGH,504,Y,Y,610-770-9575,24HOURS,Y,40.640196,-75.430441,Y,Y,24HOURS,610-264-2890,18102,339782,24HOURS,FS,PA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2919 Route 413,Hess,,N,Bristol,HES,N,US,Bucks,504,N,N,--,24HOURS,,40.122156,-74.881588,,N,24HOURS,215-788-8758,19007,347312,24HOURS,HE,PA,24HOURS,24HOURS,24HOURS,N,24HOURS,E
628 W Maple Ave,,,N,Langhorne,,N,US,Bucks,504,N,Y,215-702-1444,05:00-22:00,Y,40.174306,-74.93095,Y,Y,05:00-22:00,215-702-1444,19047,349859,05:00-22:00,FS,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1679 Nor Bath Blvd,,,N,Northampton,,N,US,Northampton,504,Y,Y,610-440-0824,05:00-21:00,N,40.694445,-75.489844,Y,Y,05:00-21:00,610-440-0824,18067,342969,05:30-21:00,GC,PA,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
1191 Woodlane Rd,,,N,Eastampton,,N,US,Burlington,504,Y,Y,609-784-0911,04:00-22:00,Y,40.005831,-74.766486,Y,Y,04:00-22:00,609-914-4866,8060,350328,04:00-22:00,FS,NJ,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
4001 New Rodgers Rd,,,N,Levittown,,N,US,Bucks,504,Y,Y,609-387-8599,05:00-22:00,Y,40.131944,-74.88415,Y,Y,05:00-22:00,215-945-7577,19056,300390,05:00-22:00,FS,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
200 Lincoln Hwy,,,N,Penndel,,N,US,Bucks,504,Y,Y,215-752-7351,05:00-22:00,Y,40.16028,-74.910528,Y,Y,05:00-22:00,215-752-7350,19047,339908,05:00-22:00,FS,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1492 Buck Rd,Village Shire Shopping Center,,N,Holland,,N,US,Bucks,504,N,Y,609-620-0062,05:00-21:00,Y,40.204647,-74.954171,Y,Y,05:00-21:00,215-579-5600,18966,343943,05:00-21:00,EC,PA,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
213 W. 4th St,,,N,Bethlehem,,N,US,Northampton,504,N,Y,610-865-9400,24HOURS,Y,40.610558,-75.382151,Y,Y,24HOURS,610-865-9400,18015,345459,24HOURS,SE,PA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
5007 Bristol Pike,,,N,Bristol,,N,US,Bucks,504,Y,Y,215-788-8882,05:00-23:00,Y,40.111691,-74.854095,Y,Y,05:00-23:00,215-788-8880,19007,344542,05:00-23:00,FS,PA,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
555 Delaware Ave,,Y,N,Palmerton,,N,US,Carbon,577,N,Y,--,05:00-23:00,Y,40.804603,-75.602878,Y,Y,05:00-23:00,610-824-4000,18071,349880,05:00-23:00,EC,PA,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
730 Main St,,,N,Hellertown,,N,US,Northampton,504,Y,Y,484-851-3048,24HOURS,Y,40.580008,-75.341119,Y,Y,24HOURS,484-851-3051,18055,350079,24HOURS,FS,PA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
3055 Schoenersville Rd,,,N,Bethlehem,,N,US,Lehigh,504,Y,Y,609-620-0062,24HOURS,Y,40.651905,-75.413363,Y,Y,24HOURS,610-866-6868,18017,332008,24HOURS,FS,PA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1615 E. Lincoln Hwy,,,N,Langhorne,,N,US,Bucks,504,N,Y,215-269-9503,05:00-22:00,Y,40.172397,-74.890419,Y,Y,05:00-22:00,215-269-9970,19047,302811,05:00-22:00,EC,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1255 E Old Lincoln Highway,,,N,Langhorne,,N,US,BUCKS,504,Y,Y,732-750-9551,05:00-22:00,Y,40.176556,-74.892934,Y,Y,05:00-22:00,215-757-0888,19047,337707,05:00-22:00,FS,PA,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
30 Richboro Newtown Rd,Newtown Depot Shopping Center,,N,Newtown,,Y,US,BUCKS,504,N,Y,215-689-4275,24HOURS,Y,40.22787,-74.940901,Y,Y,24HOURS,215-968-8630,18940,342226,24HOURS,IN,PA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1301 Linden St,,,N,Bethlehem,CIT,N,US,Northampton,504,Y,Y,610-866-9030,05:30-21:00,Y,40.63062,-75.37045,Y,Y,05:30-21:00,610-866-9030,18018,345408,05:30-21:00,GC,PA,05:30-21:00,05:30-21:00,05:30-21:00,Y,05:30-21:00,Y
2679 Rt 206,,,N,Mount Holly,,N,US,BURLINGTON,504,N,Y,609-267-3966,04:00-22:00,Y,40.01757,-74.732391,Y,Y,04:00-22:00,609-267-3996,8060,340686,04:00-22:00,EC,NJ,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
1 W. Hampton St,,,N,Pemberton,STD,N,US,Burlington,504,Y,Y,609-894-8200,05:00-22:00,Y,39.967568,-74.685285,Y,Y,05:00-22:00,609-894-8200,8068,330104,05:00-22:00,FS,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
997 Woodbourne Rd,,,N,Levittown,,N,US,Bucks,504,Y,Y,215-945-1768,05:00-23:00,Y,40.168331,-74.876645,Y,Y,05:00-23:00,215-945-0660,19057,344609,05:00-23:00,FS,PA,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
2300 E Lincoln Hwy,Space F4308,,N,Langhorne,,N,US,Bucks,504,N,Y,609-716-9840,08:30-21:00,,40.18336,-74.87935,Y,Y,08:30-21:00,215-702-1701,19047,350834,08:30-21:00,FC,PA,09:30-18:00,08:30-21:00,08:30-21:00,Y,08:30-21:00,E
2043 Rte 130,,,N,Florence,,N,US,Burlington,504,Y,Y,609-447-0763,05:00-22:00,Y,40.10144,-74.79574,Y,Y,05:00-22:00,609-447-0263,8518,350909,05:00-22:00,FS,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
109 E Main St,,Y,N,Tuckerton,,N,US,Ocean,501,N,Y,--,05:00-21:00,Y,39.60363,-74.339897,Y,Y,05:00-20:00,609-294-1055,8087,346313,05:00-21:00,GC,NJ,05:00-20:00,05:00-20:00,05:00-20:00,Y,05:00-20:00,E
1910 Stefko Blvd,,,N,Bethlehem,,N,US,Northampton,504,Y,Y,610-317-0602,24HOURS,Y,40.639863,-75.347408,Y,Y,24HOURS,610-867-3597,18017,301638,24HOURS,FS,PA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
8333 Bristol Pike,,,N,Levittown,,N,US,BUCKS,504,Y,Y,215-943-3380,04:00-00:00,Y,40.141244,-74.817564,Y,Y,04:00-00:00,215-943-3380,19057,303884,04:00-00:00,FS,PA,04:00-00:00,04:00-00:00,04:00-00:00,Y,04:00-00:00,Y
23205 Columbus Rd,,,N,Columbus,,N,US,Burlington,504,Y,Y,609-424-069,05:30-22:00,Y,40.072299,-74.74298,Y,Y,05:30-22:00,609-372-4838,8022,352091,05:30-22:00,FS,NJ,05:30-22:00,05:30-22:00,05:30-22:00,Y,05:30-22:00,Y
8621 New Falls Rd,,,N,Levittown,,N,US,Bucks,504,N,Y,410-751-3779,04:00-21:00,Y,40.172236,-74.833719,Y,Y,04:00-21:00,215-269-1330,19054,330279,04:00-21:00,EC,PA,04:00-21:00,04:00-21:00,04:00-21:00,Y,04:00-21:00,Y
3283 Easton Ave,Hess,,N,Butztown,HES,N,US,Northampton,504,N,N,--,05:00-23:00,Y,40.652113,-75.336534,,N,05:00-23:00,610-867-6997,18017,347313,05:00-23:00,HE,PA,05:00-23:00,05:00-23:00,05:00-23:00,N,05:00-23:00,E
1050 Stony Hill Rd,,,N,Yardley,,N,US,BUCKS,504,N,Y,215-860-3622,05:00-20:00,Y,40.233006,-74.885043,Y,Y,05:00-20:00,215-860-3211,19067,341350,05:00-20:00,EC,PA,05:00-20:00,05:00-20:00,05:00-20:00,Y,05:00-20:00,Y
5073 Camp Rd,,,N,Hamburg,MOB,N,US,Erie,514,Y,Y,716-648-4186,05:00-22:00,Y,42.749602,-78.853702,Y,Y,05:00-22:00,716-648-4185,14075,345717,06:00-22:00,GC,NY,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
3606 Linden St.,,,N,Bethlehem,,N,US,Northampton,504,Y,Y,610-865-4209,05:00-21:00,Y,40.668895,-75.348152,Y,Y,05:00-21:00,610-865-2299,18020,342904,05:00-21:00,EC,PA,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,E
555 Lincoln Hwy,,,N,Fairless Hills,,N,US,Bucks,504,Y,Y,215-428-3905,05:00-22:00,Y,40.190709,-74.831207,Y,Y,05:00-22:00,215-428-3600,19030,339621,05:00-22:00,FS,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
4460 Easton Ave,,,N,Bethlehem,,N,US,NORTHAMPTON,504,Y,Y,610-253-9291,05:00-21:00,Y,40.66602,-75.3079,Y,Y,05:00-21:00,610-868-5810,18020,340538,05:30-21:00,EC,PA,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
4909 S Park Ave,,,N,Hamburg,,N,US,Erie,514,Y,Y,--,05:00-22:00,Y,42.762737,-78.824865,Y,Y,05:00-22:00,716-649-8340,14075,350602,05:00-22:00,GC,NY,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
800 N Loop 336 W,,,N,Conroe,,Y,US,Montgomery,618,Y,Y,--,24HOURS,Y,30.336379,-95.468237,Y,Y,24HOURS,936-828-3939,77301,352712,24HOURS,FS,TX,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
3313 Center St,,Y,N,Deer Park,,N,US,Harris,618,Y,Y,281-930-8448,05:00-21:00,Y,29.681493,-95.122973,Y,Y,05:00-21:00,281-930-8446,77536,352168,05:00-21:00,FS,TX,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
119 Trenton Rd,,,N,Browns Mills,,N,US,Burlington,504,Y,Y,609-893-6700,04:00-22:00,Y,39.974913,-74.584972,Y,Y,04:00-22:00,609-893-6700,8015,348588,04:00-22:00,FS,NJ,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
395 W Trenton Ave,,,N,Morrisville,,N,US,BUCKS,504,N,Y,410-751-3779,05:00-23:00,Y,40.208642,-74.798183,Y,Y,05:00-23:00,215-736-9991,19067,300652,05:00-23:00,FS,PA,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
28 N Mountain Blvd,,Y,N,Mountain Top,,N,US,LUZERNE,577,Y,Y,--,05:00-22:00,Y,41.164156,-75.884659,Y,Y,05:00-22:00,570-403-1111,18707,332743,05:00-22:00,FS,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,N
1 N. Main St,,,N,New Hope,,N,US,Bucks,504,N,Y,215-322-5459,05:30-21:00,Y,40.364496,-74.951677,Y,Y,05:30-21:00,215-862-0600,18938,345102,05:30-21:00,EC,PA,05:30-21:00,05:30-21:00,05:30-21:00,Y,05:30-21:00,Y
5359 Brody Ave,AAFES,,N,Ft Dix,,N,US,Burlington,504,Y,Y,609-723-3450,06:00-22:00,Y,40.026371,-74.618218,Y,Y,06:00-22:00,609-723-3450,8640,343664,07:00-22:00,ML,NJ,07:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
1073 Route 206,Days Inn,,N,Bordentown,,N,US,Burlington,504,N,Y,609-291-8055,05:00-22:00,Y,40.129848,-74.704717,Y,Y,05:00-22:00,609-291-8044,8505,343670,05:00-22:00,HT,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
2 W Bridge St,Getty,,N,Morrisville,,N,US,Bucks,504,N,Y,215-337-8181,04:00-00:00,Y,40.208205,-74.776042,Y,Y,04:00-00:00,215-337-8181,19067,348479,04:00-00:00,GC,PA,04:00-00:00,04:00-00:00,04:00-00:00,Y,04:00-00:00,E
507 E. Main St,,,N,Wrightstown,,N,US,Burlington,504,Y,Y,609-723-3238,05:00-21:00,Y,40.036895,-74.606562,Y,Y,05:00-21:00,609-723-3238,8562,342771,05:00-21:00,EC,NJ,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
2926 William Penn Hwy,,,N,Easton,,N,US,NORTHAMPTON,504,Y,Y,610-746-0971,05:00-21:00,Y,40.678086,-75.259242,Y,Y,05:00-21:00,610-438-4171,18045,303640,05:00-21:00,FS,PA,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
3950 S Terminal Rd,Bush Intl Airport,Y,N,Houston,,N,US,Brazoria,618,N,Y,--,04:00-22:00,,29.985488,-95.332846,,N,04:00-22:00,281-233-3239,77032,351125,04:00-22:00,AI,TX,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,
2660 Dodge St,,,N,Dubuque,,N,US,Dubuque,637,Y,Y,--,05:00-22:00,Y,42.491067,-90.701805,Y,Y,05:00-22:00,563-556-1228,52003,351575,05:00-22:00,FS,IA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
576 Grand Ave,,,N,Ewing,,N,US,Mercer,504,N,Y,609-883-2770,04:00-22:00,Y,40.265853,-74.819047,Y,Y,04:00-22:00,609-883-2770,8628,345499,04:00-22:00,EC,NJ,05:00-21:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
410 Lalor St,Suite A1,,N,Trenton,,N,US,MERCER,504,N,Y,215-736-0278,24HOURS,Y,40.198575,-74.752522,Y,Y,24HOURS,609-394-0855,8611,300575,24HOURS,EC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
22 W. Main St,,Y,N,Plymouth,,N,US,Luzerne,577,Y,Y,--,05:00-23:00,Y,41.240275,-75.94629,Y,Y,05:00-23:00,570-719-0108,18651,346331,05:00-23:00,FS,PA,05:00-22:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
2340 Marina Bay Dr,,,N,League City,,Y,US,Harris,618,Y,Y,--,05:00-23:00,Y,29.524922,-95.075525,Y,Y,05:00-23:00,281-332-1839,77573,352053,05:00-23:00,FS,TX,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
848 Nazareth Pike,,,N,Nazareth,,N,US,NORTHAMPTON,504,Y,Y,610-746-0971,05:00-22:00,Y,40.731713,-75.312647,Y,Y,05:00-22:00,610-759-4066,18064,332118,05:00-22:00,EC,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
47 E. State St.,,,N,Trenton,,N,US,MERCER,504,N,Y,215-632-8376,05:00-20:00,Y,40.219624,-74.764007,Y,Y,05:00-20:00,609-695-0200,8608,340499,05:00-19:00,EC,NJ,06:00-16:00,05:00-20:00,05:00-20:00,Y,05:00-20:00,E
3722 Easton-Nazareth Rd,Wal*Mart #2252,,N,Easton,WLM,N,US,NORTHAMPTON,504,N,Y,610-252-9796,06:00-22:00,Y,40.71375,-75.284423,Y,Y,06:00-22:00,610-252-9797,18045,343112,06:00-22:00,MM,PA,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
225 E. State St,,,N,Trenton,,N,US,Mercer,504,N,Y,215-269-9503,06:00-16:30,Y,40.219663,-74.761005,Y,Y,06:00-16:30,609-392-4494,8608,300374,,IN,NJ,,06:00-16:30,06:00-16:30,Y,06:00-16:30,Y
2500 Nazareth Rd,,,N,Palmer,,N,US,NORTHAMPTON,504,Y,Y,610-515-0140,24HOURS,Y,40.687899,-75.253399,Y,Y,24HOURS,610-515-0140,18045,338522,24HOURS,FS,PA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1981 N. Olden Avenue Ext,,,N,Ewing,BRD,N,US,Mercer,504,Y,Y,609-620-0062,24HOURS,Y,40.2516,-74.788522,Y,Y,24HOURS,609-530-9250,8618,332058,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
72 S Clinton Ave,Trenton Train Station,,N,Trenton,FI,N,US,Mercer,504,N,Y,201-330-9560,05:00-22:00,,40.218873,-74.754903,,N,05:00-22:00,609-396-6763,8609,345900,06:00-22:00,MT,NJ,08:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,E
275 Parkway Avenue,,,N,Trenton,,N,US,MERCER,504,Y,Y,609-394-0326,24HOURS,Y,40.239547,-74.774774,Y,Y,24HOURS,609-394-0455,8618,340498,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1072 Chambers St,And Liberty St,,N,Trenton,,Y,US,Mercer,504,N,Y,609-989-5801,04:00-00:00,Y,40.209948,-74.737453,Y,Y,04:00-00:00,609-989-5800,8611,342202,04:00-00:00,FS,NJ,04:00-00:00,04:00-00:00,04:00-00:00,Y,04:00-00:00,Y
1750 N Olden Ave,Shop Rite,,N,Ewing,SR,N,US,Mercer,504,N,Y,609-620-0062,05:00-23:00,Y,40.249199,-74.773899,Y,Y,05:00-23:00,609-771-0077,8638,338981,05:00-23:00,SU,NJ,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,E
601 Washington Ave,,Y,N,Manahawkin,,Y,US,OCEAN,501,N,Y,609-489-0013,04:30-23:00,Y,39.706594,-74.276828,Y,Y,04:30-22:00,609-489-0008,8050,338277,05:00-23:00,EC,NJ,05:00-22:00,04:30-22:00,04:30-22:00,Y,04:30-22:00,Y
2803 S. Broad St,,,N,Trenton,,N,US,Mercer,504,Y,Y,908-474-9231,24HOURS,Y,40.190272,-74.710872,Y,Y,24HOURS,609-888-4911,8610,300481,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1020 Wilkes-Barre Twnshp Blvd,,Y,N,Wilkes Barre,,N,US,Luzerne,577,Y,Y,--,05:00-22:00,Y,41.22313,-75.881548,Y,Y,05:00-22:00,570-822-2243,18702,349640,05:00-22:00,EC,PA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1300 Northampton St,,,N,Easton,,N,US,NORTHAMPTON,504,N,Y,610-746-0971,05:00-21:00,Y,40.690263,-75.228379,Y,Y,05:00-21:00,610-253-6304,18042,300628,05:00-21:00,FS,PA,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
1600 N Olden Ave,,,N,Ewing,,N,US,Mercer,504,N,Y,215-269-9503,05:00-22:00,Y,40.24378,-74.757882,Y,Y,05:00-22:00,609-394-5500,8638,330797,05:00-22:00,EC,NJ,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1200 Hamilton Ave,,,N,Trenton,,N,US,Mercer,504,N,Y,609-396-1115,05:00-21:00,Y,40.219645,-74.732912,Y,Y,05:00-21:00,609-396-1115,8629,345484,05:00-21:00,EC,NJ,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,E
700 Philadelphia Rd,STE 101,,N,Easton,,N,US,Northampton,504,Y,Y,--,05:00-21:00,Y,40.677017,-75.210699,Y,Y,05:00-21:00,610-250-7797,18042,349163,05:00-21:00,EC,PA,05:00-20:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
4130 Fairmont Pkwy,,Y,N,Pasadena,,Y,US,Harris,618,Y,Y,281-487-0678,05:00-22:00,Y,29.650355,-95.180318,Y,Y,05:00-22:00,281-487-0694,77504,351331,05:00-22:00,FS,TX,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
